primary_type,count,avg_score,max_score,pct
multivariate_outlier,1784,0.2020528511098929,2.634156142144186,81.39
fuel_efficiency_outlier,318,0.22644158420459262,1.2283166053176688,14.51
low_speed_high_power,48,0.2748880135548128,0.6576942639353707,2.19
negative_power,23,0.5602069600061992,1.0746218893841566,1.05
extreme_trim,19,0.14347378529799926,0.14347378529799926,0.87
